,argu,loss_fun,class_weight,nl,opt,epochs,error
3151,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 30, 10]",SGD,200.0,
3152,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 30, 10]",SGD,300.0,
3153,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 30, 10]",Adam,100.0,213.29912732322128
3154,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 30, 10]",Adam,200.0,335.17968211315895
3155,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 30, 10]",Adam,300.0,204.49292978816635
3156,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,100.0,309.1534777621628
3157,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,200.0,172.95523256372098
3158,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,300.0,213.7483307655009
3159,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 10]",SGD,100.0,1189501546.7567463
3160,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 10]",SGD,200.0,1.5181939241510375e+19
3161,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 10]",SGD,300.0,
3162,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 10]",Adam,100.0,421.6782984231928
3163,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 10]",Adam,200.0,313.42416235295667
3164,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 10]",Adam,300.0,257.61317467876273
3165,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 10]",RMSprop,100.0,350.6496670395127
3166,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 10]",RMSprop,200.0,220.2263057110254
3167,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 10]",RMSprop,300.0,282.057532317556
3168,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 10]",SGD,100.0,
3169,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 10]",SGD,200.0,815843773.479319
3170,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 10]",SGD,300.0,873548970.7135379
3171,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 10]",Adam,100.0,318.5676628006598
3172,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 10]",Adam,200.0,395.49195799470976
3173,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 10]",Adam,300.0,325.4090917551326
3174,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 10]",RMSprop,100.0,207.88042148236104
3175,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 10]",RMSprop,200.0,294.7356387718348
3176,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 10]",RMSprop,300.0,148.01154364300518
3177,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 10]",SGD,100.0,592551342.5645094
3178,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 10]",SGD,200.0,
3179,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 10]",SGD,300.0,
3180,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 10]",Adam,100.0,219.82696627273876
3181,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 10]",Adam,200.0,348.5133748370952
3182,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 10]",Adam,300.0,146.54867847211162
3183,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,100.0,289.003521406912
3184,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,200.0,278.5940530156171
3185,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,300.0,318.4615287217034
3186,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 10]",SGD,100.0,
3187,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 10]",SGD,200.0,
3188,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 10]",SGD,300.0,838785663.8851371
3189,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 10]",Adam,100.0,427.97844061358177
3190,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 10]",Adam,200.0,234.04266796138782
3191,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 10]",Adam,300.0,181.269041286255
3192,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 10]",RMSprop,100.0,339.80913760172365
3193,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 10]",RMSprop,200.0,222.05013228404948
3194,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 10]",RMSprop,300.0,136.92521085114677
3195,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",SGD,100.0,
3196,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",SGD,200.0,
3197,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",SGD,300.0,
3198,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",Adam,100.0,748.8125086698714
3199,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",Adam,200.0,288.5353931173084
3200,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",Adam,300.0,243.07342385956395
3201,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",RMSprop,100.0,225.46155572984486
3202,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",RMSprop,200.0,267.0722306499563
3203,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",RMSprop,300.0,295.5166489758695
3204,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",SGD,100.0,
3205,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",SGD,200.0,
3206,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",SGD,300.0,
3207,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",Adam,100.0,297.88824797013496
3208,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",Adam,200.0,213.9922941360352
3209,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",Adam,300.0,217.8469233255196
3210,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",RMSprop,100.0,453.97379676353614
3211,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",RMSprop,200.0,258.60391450690514
3212,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",RMSprop,300.0,347.9648859662656
3213,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",SGD,100.0,
3214,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",SGD,200.0,
3215,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",SGD,300.0,
3216,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",Adam,100.0,367.17996457607114
3217,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",Adam,200.0,259.77880616785745
3218,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",Adam,300.0,244.1453350972485
3219,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,100.0,487.2535293274681
3220,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,200.0,334.45329910594234
3221,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,300.0,248.72596400922689
3222,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",SGD,100.0,
3223,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",SGD,200.0,1328225816.542579
3224,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",SGD,300.0,
3225,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",Adam,100.0,285.98975244979374
3226,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",Adam,200.0,230.89084730242905
3227,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",Adam,300.0,333.58173002639126
3228,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",RMSprop,100.0,252.8788527412455
3229,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",RMSprop,200.0,331.86214249841777
3230,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",RMSprop,300.0,264.26349137482447
3231,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",SGD,100.0,
3232,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",SGD,200.0,
3233,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",SGD,300.0,
3234,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",Adam,100.0,221.59619767213232
3235,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",Adam,200.0,371.6173633694077
3236,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",Adam,300.0,213.5349269976413
3237,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",RMSprop,100.0,181.96558830741617
3238,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",RMSprop,200.0,223.4529593439852
3239,3.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",RMSprop,300.0,283.53368370212456
3240,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",SGD,100.0,
3241,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",SGD,200.0,
3242,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",SGD,300.0,
3243,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",Adam,100.0,908.7337657601811
3244,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",Adam,200.0,507.9377686148634
3245,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",Adam,300.0,731.9608510576306
3246,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",RMSprop,100.0,927.4395949732786
3247,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",RMSprop,200.0,593.2587792441085
3248,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",RMSprop,300.0,398.4399319573595
3249,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",SGD,100.0,
3250,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",SGD,200.0,
3251,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",SGD,300.0,432.85608015548246
3252,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",Adam,100.0,704.2135992403802
3253,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",Adam,200.0,657.9271932657995
3254,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",Adam,300.0,287.5812788090648
3255,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",RMSprop,100.0,575.815612658478
3256,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",RMSprop,200.0,432.5931873195943
3257,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",RMSprop,300.0,476.6240107292276
3258,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",SGD,100.0,426.49900868972253
3259,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",SGD,200.0,
3260,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",SGD,300.0,456.6171926059051
3261,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",Adam,100.0,1370.4313768496754
3262,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",Adam,200.0,831.393714206334
3263,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",Adam,300.0,367.2204889012654
3264,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",RMSprop,100.0,489.6244184625957
3265,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",RMSprop,200.0,467.79869862223916
3266,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",RMSprop,300.0,554.4891474359833
3267,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",SGD,100.0,477.5079014841969
3268,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",SGD,200.0,
3269,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",SGD,300.0,433.61435715149213
3270,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",Adam,100.0,775.8122440066072
3271,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",Adam,200.0,592.7060511510624
3272,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",Adam,300.0,390.9783396348999
3273,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,100.0,781.8106632979834
3274,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,200.0,489.3665389407831
3275,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,300.0,507.33272185521787
3276,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",SGD,100.0,
3277,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",SGD,200.0,429.4144344661119
3278,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",SGD,300.0,
3279,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",Adam,100.0,640.4355577900623
3280,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",Adam,200.0,369.77363397456384
3281,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",Adam,300.0,472.36404646601227
3282,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",RMSprop,100.0,460.5250703750388
3283,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",RMSprop,200.0,522.2712186276196
3284,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",RMSprop,300.0,381.24231368885813
3285,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",SGD,100.0,446.20185400130896
3286,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",SGD,200.0,
3287,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",SGD,300.0,434.1762516926802
3288,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",Adam,100.0,876.8047960957861
3289,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",Adam,200.0,515.7980587536973
3290,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",Adam,300.0,471.06399098459906
3291,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,100.0,438.55215194776866
3292,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,200.0,499.66500101053623
3293,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,300.0,483.6433380679999
3294,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",SGD,100.0,
3295,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",SGD,200.0,
3296,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",SGD,300.0,
3297,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",Adam,100.0,737.3073410641189
3298,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",Adam,200.0,471.1117253244261
3299,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",Adam,300.0,1445.2428811673678
3300,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",RMSprop,100.0,565.3966623143464
3301,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",RMSprop,200.0,345.7789635280927
3302,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",RMSprop,300.0,495.3402325579745
3303,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",SGD,100.0,
3304,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",SGD,200.0,437.31303469883204
3305,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",SGD,300.0,
3306,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",Adam,100.0,436.61076648597935
3307,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",Adam,200.0,585.3216174548306
3308,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",Adam,300.0,656.0243967934763
3309,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",RMSprop,100.0,330.8920400394183
3310,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",RMSprop,200.0,533.8843119268746
3311,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",RMSprop,300.0,424.57144825090853
3312,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",SGD,100.0,
3313,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",SGD,200.0,
3314,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",SGD,300.0,
3315,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",Adam,100.0,687.7981839674328
3316,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",Adam,200.0,491.5082921018847
3317,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",Adam,300.0,408.2848493665759
3318,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,100.0,342.96567409670433
3319,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,200.0,498.63826702353646
3320,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,300.0,361.6669242500509
3321,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",SGD,100.0,454.03578491936787
3322,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",SGD,200.0,
3323,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",SGD,300.0,
3324,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",Adam,100.0,604.999299849938
3325,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",Adam,200.0,680.3705009361041
3326,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",Adam,300.0,438.5490796663689
3327,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",RMSprop,100.0,487.96656427285245
3328,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",RMSprop,200.0,389.64916672439216
3329,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",RMSprop,300.0,384.7517166675636
3330,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",SGD,100.0,
3331,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",SGD,200.0,
3332,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",SGD,300.0,
3333,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",Adam,100.0,673.0459793669224
3334,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",Adam,200.0,566.6247154588378
3335,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",Adam,300.0,658.4738828526143
3336,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",RMSprop,100.0,471.7306219998654
3337,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",RMSprop,200.0,474.1433597037465
3338,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",RMSprop,300.0,521.5021046185896
3339,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",SGD,100.0,
3340,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",SGD,200.0,
3341,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",SGD,300.0,
3342,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",Adam,100.0,470.840636499992
3343,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",Adam,200.0,658.1981547623687
3344,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",Adam,300.0,480.20556250816463
3345,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",RMSprop,100.0,558.4490248431459
3346,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",RMSprop,200.0,538.4220836857943
3347,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",RMSprop,300.0,538.1296298496716
3348,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",SGD,100.0,
3349,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",SGD,200.0,
3350,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",SGD,300.0,
3351,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",Adam,100.0,385.75929799214026
3352,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",Adam,200.0,615.8939440527836
3353,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",Adam,300.0,430.40206653353465
3354,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,100.0,780.6530805401969
3355,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,200.0,359.6934493283371
3356,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,300.0,425.69340488553036
3357,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",SGD,100.0,
3358,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",SGD,200.0,
3359,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",SGD,300.0,
3360,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",Adam,100.0,334.54883004079284
3361,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",Adam,200.0,391.5667573013561
3362,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",Adam,300.0,333.08909214264554
3363,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",RMSprop,100.0,475.16940302571913
3364,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",RMSprop,200.0,311.34452135419986
3365,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",RMSprop,300.0,545.7651405805854
3366,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",SGD,100.0,
3367,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",SGD,200.0,
3368,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",SGD,300.0,
3369,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",Adam,100.0,571.7360801768378
3370,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",Adam,200.0,525.9697018760165
3371,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",Adam,300.0,505.92019677992886
3372,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",RMSprop,100.0,451.3492381393109
3373,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",RMSprop,200.0,469.73808353227275
3374,4.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",RMSprop,300.0,523.796661581744
3375,4.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",SGD,100.0,
3376,4.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",SGD,200.0,
